percentage_of_sales,sale_price,cost_price,product_quantity
percentage_of_sales,sale_price,cost_price,product_quantity
0,42.99,26.304749208751986,3
0,12.99,7.672220446328534,3
0,18,9.319705476516887,3
0,22,13.376214330434756,3
0,24.99,14.99396233412083,3
0,12.99,7.6972012327626,3
0,7.99,3.600020637159497,3
0,30.99,18.216741163899115,3
0,1,0.5602533140859068,3
0,1,0.5004862211029891,3
0,2,0.8427333329685183,3
0,1.25,0.4839913735742831,3
0,6,2.844051445855293,3
0,8,3.802772293162091,3
0,20,7.701393002538382,3
0,1,0.447101086457238,3
0,21.99,13.078433636903377,3
0,2.5,1.616842776697874,3
0,20,9.25834491531736,3
0,25,15.036561948806275,3
0,30,17.39092404946517,3
0,2.5,0.800371860749492,3
0,3.99,2.3288610857922767,3
0,50,23.515702381023637,3
0,2.69,1.2968022019079677,3
0,25,16.00208739709855,3
0,19.99,12.21421328464054,3
0,25,11.3769209269751,3
0,45,26.214477942661222,3
0,8,3.617644701420836,3
0,22,13.142684218462916,3
0,19.99,11.45541470036036,3
0,18,8.25774552578017,3
0,2.99,1.4642237160792453,3
0,4.49,1.7150104319562816,3
0,4.49,1.862104541106284,3
0,70,41.62106472541996,3
0,12,6.95763617811022,3
0,22,12.496534483621392,3
0,1,0.422533702941546,3
0,22,13.376214330434756,3
0,8,3.0221968706837856,3
0,15,9.134181446057944,3
0,8,4.887051539237564,3
0,1,0.5047797905755371,3
0,4,2.075331142016557,3
0,3.99,1.584622200931556,3
0,10.99,5.164931336028458,3
0,0.69,0.3318863903000733,3
0,12.99,7.902362315948595,3
0,2.5,1.3885476679587654,3
0,12.99,8.450117505193848,3
0,12,5.341079111812413,3
0,20,12.463939072866188,3
0,2.5,1.1162288094548245,3
0,4.25,1.849190824278785,3
0,2.5,1.4243395733684785,3
0,1,0.3768652495449262,3
0,1,0.5388805189720922,3
0,13.99,8.171681932350609,3
0,19.99,10.725241718605693,3
0,4.49,1.909596547658376,3
0,1.25,0.4839913735742831,3
0,1.25,0.5137830716130547,3
0,12.99,7.688567101814345,3
0,19.99,11.278612023992205,3
0,5,2.923284043457738,3
0,30,11.928220755957618,3
0,40,24.746725231364856,3
0,38,16.825326991351105,3
0,1,0.3628477095331755,3
0,12.99,6.200464276420262,3
0,15,7.096311942091392,3
0,3,1.6319177877946809,3
0,12.99,7.733928628610815,3
0,25,13.308299019670306,3
0,25,14.659292947222784,3
0,0.75,0.3050853093132153,3
0,8.99,4.571915827954584,3
0,12.99,7.967844230740908,3
0,1,0.4475478497700816,3
0,38,15.65688831588589,3
0,25,15.5459547244927,3
0,45,24.025321371589285,3
0,12.99,7.851951076987105,3
0,35,22.319058000784054,3
0,25,11.705851338671138,3
0,5,3.2796069634917817,3
0,7,3.4397107317208744,3
0,12.99,7.851215143013957,3
0,18,9.319705476516887,3
0,2.99,1.5895582782664652,3
0,1,0.4709732290698261,3
0,1.25,0.5663746769218184,3
0,15,8.359323096917436,3
0,28,16.178973046909558,3
0,25,15.176433953320975,3
0,12.99,7.851215143013957,3
0,15,8.78059161271793,3
0,1,0.4164190507887561,3
0,20,7.91577493751104,3
0,30,12.6795525698199,3
0,2,0.9022676367648058,3
0,0.69,0.2747605675233565,3
0,15,7.283749722523501,3
0,18,9.02736552963495,3
0,15.99,9.78523074031434,3
0,2.99,1.5895582782664652,3
0,3.5,1.5957151335966593,3
0,4,1.5434780967663433,3
0,12.99,7.9668924491161315,3
0,15,9.41828153835483,3
0,15,7.1800969717313645,3
0,2,0.652265920523615,3
0,12.99,7.980506220765755,3
0,1.25,0.5427858125565587,3
0,12.99,7.981961798178896,3
0,19.99,12.128450022359877,3
0,29.99,15.054432699038966,3
0,2.5,1.4936445339669375,3
0,34.99,16.448137419027248,3
0,22,13.599864050164824,3
0,20,10.838488572240992,3
0,34.99,21.061706074554,3
0,1.25,0.6009450843052943,3
0,24.99,14.714653792071154,3
0,40.99,25.06831142526289,3
0,14,6.257720045768847,3
0,2.5,1.2364720551907693,3
0,1,0.4121015403665462,3
0,2.99,1.3959049773671004,3
0,0.75,0.3050853093132153,3
0,6.99,3.0471137221657587,3
0,1.99,0.9248223374645574,3
0,3.69,1.55044319198648,3
0,12.99,8.136222716735473,3
0,0.89,0.4086911009463407,3
0,2.69,1.1550419029083347,3
0,49,24.895545345113103,3
0,25,12.955364678368513,3
0,10,4.962848605413952,3
0,6.99,3.0471137221657587,3
0,18,6.661552895259427,3
0,1.69,0.6276989087782575,3
0,4,1.8124985611533404,3
0,2.5,1.169545072637198,3
0,1.5,0.8049764632746222,3
0,12.99,8.105847652701078,3
0,25,13.331666067352106,3
0,3.29,1.4920155123156604,3
0,44.99,27.615069875633356,3
0,12,5.452943678793968,3
0,8.99,4.401785028055597,3
0,2,1.006072063836826,3
0,3,1.84732377930072,3
0,35,16.249865170069352,3
0,1.25,0.5427858125565587,3
0,100,52.583723424986886,3
0,1.25,0.4945147531892877,3
0,14.99,8.759508931006264,3
0,2,0.7879610405639536,3
0,17.99,10.75871176014262,3
0,12.99,7.3730273456977375,3
0,12.99,6.206823801039553,3
0,1,0.4272956098642695,3
0,4,2.3248349988031407,3
0,5,2.009167672523942,3
0,0.69,0.2877524821549033,3
0,15,9.134181446057944,3
0,19.99,12.187097667143073,3
0,1,0.5100143677665308,3
0,1.5,0.8049764632746222,3
0,2.19,0.5564488787372436,3
0,2.99,1.518057694212141,3
0,3,1.6319177877946809,3
0,2.19,1.0204252874546111,3
0,3.5,2.0931530672709906,3
0,8,4.853242836946601,3
0,10.99,5.164931336028458,3
0,6,3.1463050463289406,3
0,1.35,0.5530366758565735,3
0,30,17.048084594236588,3
0,7.49,3.8828618644117454,3
0,15,7.014317487798867,3
0,35,19.383034989809243,3
0,25,11.705851338671138,3
0,22,12.733762717489547,3
0,13.99,8.31155639039745,3
0,7,4.049789570097414,3
0,0.89,0.3911268680022185,3
0,3,1.1884893476128786,3
0,15,7.404005764888323,3
0,2.5,1.0237928852636204,3
0,10,5.897014897474707,3
0,2.49,0.8587083914467581,3
0,5,2.631163851406692,3
0,0.69,0.2747605675233565,3
0,9,4.05169513689151,3
0,3.5,1.283840987051464,3
0,1,0.5473667129913331,3
0,7.99,3.99058667172802,3
0,1.49,0.6604370040042002,3
0,3.99,2.0872797933101555,3
0,3.99,2.3067335749251714,3
0,15.99,9.14533124626688,3
0,2.49,1.0868201366696666,3
0,8,3.802772293162091,3
0,8,4.541972772524288,3
0,28,13.79946115674566,3
0,2.69,1.206148181845045,3
0,1.99,0.7969448828345175,3
0,2.99,1.4642237160792453,3
0,32,17.17381756309009,3
0,8,4.2877826080316845,3
0,2.5,1.2364720551907693,3
0,7,3.5189501951684248,3
0,3.69,1.3525859304224583,3
0,12.99,7.980506220765755,3
0,22,12.496534483621392,3
0,16.99,6.879283492071552,3
0,15,7.958204909500669,3
0,30,16.387070922516333,3
0,12.99,7.764139305215561,3
0,3.25,1.6296549793863997,3
0,2.5,1.2016286044528708,3
0,49,24.895545345113103,3
0,35,13.732052593800905,3
0,1.1,0.4201174907282317,3
0,12.99,7.857530352669871,3
0,18.99,11.411152296511126,3
0,25,11.398794823398951,3
0,0.69,0.267393715733161,3
0,25,12.32531198736374,3
0,14.99,9.000064626150312,3
0,0.69,0.267393715733161,3
0,12.99,7.980506220765755,3
0,2,0.8485755003093092,3
0,2.5,1.2120809356440547,3
0,24.99,14.99396233412083,3
0,5,2.110735028023598,3
0,1.89,0.7462156935335919,3
0,1,0.4093548986295507,3
0,25,10.8556167468007,3
0,5.49,2.283618592732184,3
0,17.99,10.75871176014262,3
0,1.25,0.513202174245543,3
0,1.29,0.5453466226745111,3
0,16,8.022494324737913,3
0,30,19.28530186530552,3
0,15,9.092023243828274,3
0,12.99,7.851215143013957,3
0,20,12.113370207498027,3
0,20,10.021571076169325,3
0,12.99,7.6972012327626,3
0,3.5,2.0931530672709906,3
0,14.99,7.9627710611834335,3
0,25,12.1959221856304,3
0,22,13.348995370872666,3
0,25,15.610604755697455,3
0,12,7.094864769353513,3
0,1.25,0.5319370961648116,3
0,10,4.381188706689255,3
0,12,7.004274940808624,3
0,12.99,7.981961798178896,3
0,20,9.583881439949945,3
0,1.25,0.4424401519081522,3
0,0.5,0.2080493148132596,3
0,2.75,1.4622632709213126,3
0,19.99,11.109828119351784,3
0,50,25.49070533603572,3
0,14.99,9.000064626150312,3
0,12.99,7.430028491138031,3
0,12.99,7.430028491138031,3
0,0.69,0.2747605675233565,3
0,29.99,17.572557527814777,3
0,2,0.7690667079434687,3
0,8,4.853242836946601,3
0,22,12.16560554693867,3
0,12.99,7.433885226230657,3
0,1.25,0.4534706770787873,3
0,12.99,7.430028491138031,3
0,12.99,7.900610941526137,3
0,15.99,9.149238921310296,3
0,10,5.329066843265343,3
0,2.99,1.3038304026691223,3
0,12,6.95763617811022,3
0,11.99,7.710286312646087,3
0,12.99,7.682285224696345,3
0,20,8.66308883404535,3
0,45,19.34307545297748,3
0,4,2.039160632564435,3
0,25,14.742443211706938,3
0,38,20.814674337788126,3
0,39.99,23.04372577994152,3
0,2.5,1.2587766140507892,3
0,22,13.142684218462916,3
0,14,9.113090001067466,3
0,24.99,14.939642930973392,3
0,2.19,1.1381401863970253,3
0,15,7.283749722523501,3
0,3,1.2468422080694566,3
0,25,12.103209874003744,3
0,12.99,7.733928628610815,3
0,12.99,7.96716681009983,3
0,2.69,1.206148181845045,3
0,22,13.423741033083664,3
0,35,19.785249108241945,3
0,1.69,0.6684245229249082,3
0,2.69,1.206148181845045,3
0,2.5,1.4055034397736794,3
0,4,2.2558470426768658,3
0,3.99,2.342429416351631,3
0,5.99,2.432244371586681,3
0,8,4.541972772524288,3
0,5,2.3058255617284944,3
0,0.5,0.2080493148132596,3
0,5.49,2.2320837726300966,3
0,0.69,0.2681811980873087,3
0,5,2.639430904314972,3
0,35,15.348954274405571,3
0,2.99,1.3498558279858306,3
0,30,16.885706824317214,3
0,4,2.55578246284161,3
0,12.99,7.6163004369150675,3
0,1,0.4166880713790735,3
0,2.5,1.169545072637198,3
0,15,8.78059161271793,3
0,1.5,0.5817510247808038,3
0,12.99,7.568127772783758,3
0,22,13.348995370872666,3
0,1.29,0.6536013370403946,3
0,10,4.387867477950721,3
0,8,3.0221968706837856,3
0,30,11.928220755957618,3
0,6,3.45320875626104,3
0,3.29,1.2773413904436175,3
0,1.25,0.5016786411888445,3
0,16.99,10.247015212688144,3
0,2,0.900758380705766,3
0,1,0.3896192672601211,3
0,29.99,15.054432699038966,3
0,20,8.950979880845521,3
0,10,5.874385958202009,3
0,6.99,2.8056384031250863,3
0,12.99,6.113430748645529,3
0,12.99,6.600735833934304,3
0,13.99,8.312919540021413,3
0,80,41.356815650859566,3
0,1.99,0.7877507950723368,3
0,3,1.1884893476128786,3
0,40,21.90485998249413,3
0,2,0.873838183905042,3
0,40,18.741021532857683,3
0,12.99,6.471021016111966,3
0,15,8.951453810848399,3
0,80,41.356815650859566,3
0,59,30.005116078344862,3
0,34.99,21.26517466871262,3
0,1,0.4121015403665462,3
0,12.99,7.6972012327626,3
0,1,0.4250405297837713,3
0,7,2.7206601388503624,3
0,2,0.8815727211882148,3
0,1.99,1.0743036186257762,3
0,1,0.4929907845402142,3
0,4,2.159967915428252,3
0,3.29,1.2511523775203128,3
0,1,0.4924759265163332,3
0,3.99,1.615487243889954,3
0,1,0.3992654076071868,3
0,20,9.576484711660726,3
0,1.25,0.513202174245543,3
0,1,0.5047797905755371,3
0,12,5.452943678793968,3
0,3,1.7930729338554534,3
0,8.99,4.848320885679032,3
0,12,7.094864769353513,3
0,29.99,16.940407802184282,3
0,50,23.515702381023637,3
0,25,14.659292947222784,3
0,49.99,30.097095445115425,3
0,25,10.8556167468007,3
0,4,1.7472185960171096,3
0,1,0.3896192672601211,3
0,110,56.36577670014926,3
0,3.25,1.5957512737193598,3
0,25,11.30940009066776,3
0,5,1.9347076048111087,3
0,2,0.5622284832905023,3
0,1.29,0.5930266712982551,3
0,3.5,1.3200593706287795,3
0,42.99,26.304749208751986,3
0,6,2.9474053014920507,3
0,1.29,0.6536013370403946,3
0,99,66.47872661752169,3
0,2.5,1.0948171948430667,3
0,0.69,0.3318863903000733,3
0,2,0.8075289753275526,3
0,15,8.359323096917436,3
0,4,2.039160632564435,3
0,12,5.5914875127395165,3
0,45,24.025321371589285,3
0,15,8.34548602106086,3
0,19.99,12.328171837522152,3
0,30,14.432797089593596,3
0,20,12.29521284451539,3
0,50,22.71895736782025,3
0,2.99,1.2919518616929029,3
0,30,14.432797089593596,3
0,18,9.4806913666271,3
0,14.99,9.04527294715677,3
0,33.49,18.97771751698008,3
0,1,0.3992654076071868,3
0,0.75,0.3108491185954963,3
0,12.99,8.35532178980749,3
0,12.99,7.430028491138031,3
0,16.99,10.396438946258591,3
0,20,9.576484711660726,3
0,45,24.025321371589285,3
0,20,11.013364208946776,3
0,32,17.17381756309009,3
0,4.49,1.909596547658376,3
0,14.99,9.04527294715677,3
0,6,3.889945373450524,3
0,2.5,1.1306321343543475,3
0,80,41.356815650859566,3
0,5,2.3058255617284944,3
0,30,16.387070922516333,3
0,5.99,3.259963058276178,3
0,16.99,6.879283492071552,3
0,1,0.4093548986295507,3
0,17.99,11.089326911166497,3
0,1,0.4818316619789186,3
0,2.19,0.9964329023000086,3
0,19.99,11.580639552595844,3
0,10,5.569275793841543,3
0,45,26.66958632144709,3
0,1,0.4174744101015532,3
0,2,0.7203166713375561,3
0,35,19.8963350274399,3
0,1,0.3597317854065311,3
0,2.99,1.5022150376665566,3
0,12,5.452943678793968,3
0,1.25,0.538305193075796,3
0,4.25,1.7280987069677094,3
0,12.99,8.213736130969338,3
0,3,1.5880057611506675,3
0,3.99,1.615487243889954,3
0,29.99,18.58522028749429,3
0,23.49,13.36553808230939,3
0,1.99,1.0528493485705206,3
0,4,1.4776785460620812,3
0,4,2.0096376436993406,3
0,3.29,1.2511523775203128,3
0,3.5,1.283840987051464,3
0,20,12.451605347373937,3
0,20,12.451605347373937,3
0,4,2.1472008872946544,3
0,15,9.014111771354257,3
0,3.39,1.1775010322319273,3
0,70,41.62106472541996,3
0,12.99,7.874186209875579,3
0,1,0.4214621588697165,3
0,12.99,5.7546180562269855,3
0,2.5,0.9972804455089485,3
0,10,5.770613016039717,3
0,3.99,2.4699079543872493,3
0,7,2.7206601388503624,3
0,2.19,1.193975643144161,3
0,16.99,9.623274878590177,3
0,8,3.753999059513223,3
0,13.99,8.31155639039745,3
0,25,13.308299019670306,3
0,12,7.514821598015536,3
0,12,6.758563697987924,3
0,12.99,7.764139305215561,3
0,8,4.463009318911931,3
0,5,2.849308434979358,3
0,12,6.857866100622569,3
0,25,13.269973455153435,3
0,4,1.847341261549492,3
0,3.25,1.6296549793863997,3
0,4.35,1.933843844209448,3
0,10,5.329066843265343,3
0,2,1.1978804318476717,3
0,1,0.3812801204840971,3
0,4,2.4129382537797928,3
0,25,11.503469938291156,3
0,4.49,1.862104541106284,3
0,8.99,4.571915827954584,3
0,15,9.41828153835483,3
0,22,11.898526427501402,3
0,1,0.4475478497700816,3
0,3.69,1.4608675772440174,3
0,2.69,1.206148181845045,3
0,1.99,1.062180985650836,3
0,20,11.345170084296292,3
0,2.19,1.0204252874546111,3
0,2.75,1.0636124349167313,3
0,1.7,0.6321659887293379,3
0,2.99,1.3959049773671004,3
0,16,9.364419526411416,3
0,25,12.520592201721618,3
0,14,9.113090001067466,3
0,21.99,12.06472089418098,3
0,32,17.17381756309009,3
0,8,3.521109234288468,3
0,12.99,7.547023679081546,3
0,12.99,7.99057207968661,3
0,2.19,0.985332825226917,3
0,2.99,1.5895582782664652,3
0,2.75,1.0636124349167313,3
0,2.19,0.985332825226917,3
0,19.99,11.75284734388316,3
0,4,1.8972832687099388,3
0,6.99,4.1381698081607565,3
0,30,14.278900507821303,3
0,22,11.898526427501402,3
0,17.99,10.730069441888016,3
0,3,1.3445559117529735,3
0,12.99,7.650936916374099,3
0,2.49,0.8587083914467581,3
0,25,10.909068412202318,3
0,3,1.859178531020332,3
0,22,12.733762717489547,3
0,30,16.885706824317214,3
0,11.99,7.207271287235691,3
0,12,4.9364672319723,3
0,1,0.3931205529563341,3
0,20,7.518366051332173,3
0,22,12.874342299759649,3
0,15,8.145215449016387,3
0,25,15.610604755697455,3
0,35,17.919713560443917,3
0,8,4.4047032499681995,3
0,15,7.5921107549758835,3
0,6,2.844051445855293,3
0,10,6.03196001425141,3
0,120,76.27437543032492,3
0,12,7.120586886317638,3
0,6.49,3.082689664434292,3
0,12.99,8.070046156545832,3
0,3.5,1.3082849303258162,3
0,1,0.3931205529563341,3
0,24.99,13.663747371733807,3
0,1,0.4737875607098697,3
0,2.5,1.3485977809063994,3
0,20,7.701393002538382,3
0,8,4.4047032499681995,3
0,4,2.1643427800995023,3
0,1.25,0.5319370961648116,3
0,12.99,7.670615920778496,3
0,1,0.3896192672601211,3
0,25,13.813384946488677,3
0,29.99,16.940407802184282,3
0,2.69,1.2968022019079677,3
0,13.99,8.116841705070012,3
0,25,11.10285294800067,3
0,25,15.5459547244927,3
0,20,8.19402505854576,3
0,1.25,0.4839913735742831,3
0,1.49,0.6604370040042002,3
0,15,8.323856670934342,3
0,0.5,0.2080493148132596,3
0,14.99,7.9627710611834335,3
0,6,3.0400520252989724,3
0,14.99,9.000064626150312,3
0,12.99,8.070046156545832,3
0,12.99,7.672220446328534,3
0,30,13.910316215582457,3
0,39.99,19.69497079379988,3
0,12.99,6.384298096968493,3
0,2.5,1.2364720551907693,3
0,15,7.283749722523501,3
0,12.99,7.675136332784716,3
0,12,6.95763617811022,3
0,40,21.90485998249413,3
0,1.1,0.4660045976327538,3
0,30,14.278900507821303,3
0,3,1.1884893476128786,3
0,1.99,0.9805416552915412,3
0,8,3.617644701420836,3
0,1.7,0.6321659887293379,3
0,20,8.19402505854576,3
0,2,0.652265920523615,3
0,11.99,7.303916323044842,3
0,6,3.1463050463289406,3
0,7,3.5189501951684248,3
0,39.99,18.21569952760418,3
0,3.99,1.584622200931556,3
0,18,10.804052093951077,3
0,2.49,0.8482644153409638,3
0,7,4.236025266750886,3
0,5.49,2.609471346971184,3
0,3,1.7930729338554534,3
0,50,32.11675001428801,3
0,8.99,4.617406063701656,3
0,1.99,0.9131119486358537,3
0,0.79,0.3729078496235921,3
0,2.99,1.2217283887469044,3
0,12.99,7.544931448956079,3
0,13.99,8.312919540021413,3
0,3,1.5274901474860043,3
0,25,14.199014001381808,3
0,25,12.520592201721618,3
0,1.25,0.4534706770787873,3
0,9.99,4.4530542671227975,3
0,2.69,1.2968022019079677,3
0,25,13.506272644132114,3
0,1,0.3628477095331755,3
0,13.99,8.116841705070012,3
0,20,11.552218378583913,3
0,1.25,0.4839913735742831,3
0,2.99,1.518057694212141,3
0,30,18.459104814484554,3
0,2.99,1.3498558279858306,3
0,20,11.934769041204977,3
0,3.49,1.3768539324104665,3
0,20,7.764646673316086,3
0,15,7.9739114960571715,3
0,17.99,10.730069441888016,3
0,3.69,1.4531969623651984,3
0,2.19,0.9247628750808656,3
